annotation_id,split,selection_category,sample_key,visual_path,sample_class,sample_id,semantic_class,counts_as_active_fire_yes_no_uncertain,visible_flame_yes_no_uncertain,residual_heat_or_hot_ground_yes_no_uncertain,smoke_occlusion_yes_no_uncertain,registration_mismatch_yes_no_uncertain,pseudo_label_semantic_ambiguity_yes_no,pseudo_label_missing_active_fire_yes_no_uncertain,pixel_mask_status,completed_mask_path,notes,timestamp,time_block_id,space_cluster_id,selection_reason,previously_reviewed_yes_no,prior_audit_ids,prior_primary_causes,prior_counts_as_active_fire,max_temperature_c,mean_temperature_c,fire_ratio,ignore_ratio,noncore_hot_ratio,corrected_rgb_path,raw_thermal_path,thermal_tiff_path,pseudo_label_path,pseudo_mask_seed_path
A011,val,reviewed_validation,fire/00183,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A011_fire_00183.jpg,Fire,00183,,,,,,,,,not_started,,,2022-10-27 17:10:46,6,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,017_FN,烟雾遮挡,yes,608.6897583007812,32.23369598388672,0.03270263671875,0.0337646484375,0.002734375,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00183.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00183.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00183.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00183.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A011.png
A012,val,reviewed_validation,fire/00325,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A012_fire_00325.jpg,Fire,00325,,,,,,,,,not_started,,,2022-10-27 17:11:46,6,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,018_FN,火焰边缘,yes,496.6131896972656,19.843860626220703,0.0117645263671875,0.0315277099609375,0.00396728515625,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00325.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00325.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00325.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00325.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A012.png
A013,val,reviewed_validation,fire/00131,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A013_fire_00131.jpg,Fire,00131,,,,,,,,,not_started,,,2022-10-26 19:00:09,2,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,019_FN,火焰边缘,yes,562.7399291992188,13.584030151367188,0.00465087890625,0.0161712646484375,0.0017181396484375,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00131.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00131.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00131.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00131.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A013.png
A014,val,reviewed_validation,fire/00525,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A014_fire_00525.jpg,Fire,00525,,,,,,,,,not_started,,,2022-10-27 17:11:58,6,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,020_FN;028_FN,火焰边缘,yes,567.697998046875,25.622432708740234,0.0307952880859375,0.0447906494140625,0.0035186767578125,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00525.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00525.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00525.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00525.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A014.png
A015,val,reviewed_validation,fire/00284,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A015_fire_00284.jpg,Fire,00284,,,,,,,,,not_started,,,2022-10-27 17:12:13,6,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,021_FN;027_FN,火焰边缘,yes,608.6897583007812,28.951770782470703,0.04757080078125,0.0524932861328125,0.0033660888671875,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00284.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00284.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00284.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00284.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A015.png
A016,val,reviewed_validation,fire/00197,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A016_fire_00197.jpg,Fire,00197,,,,,,,,,not_started,,,2022-10-27 17:11:01,6,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,022_FN;030_FN,火焰边缘,yes,592.24072265625,31.9420223236084,0.0400360107421875,0.0393157958984375,0.0020050048828125,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00197.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00197.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00197.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00197.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A016.png
A017,val,reviewed_validation,fire/00314,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A017_fire_00314.jpg,Fire,00314,,,,,,,,,not_started,,,2022-10-27 17:10:58,6,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,023_FN,火焰边缘,yes,598.5872192382812,32.51051330566406,0.040069580078125,0.0386199951171875,0.0017822265625,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00314.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00314.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00314.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00314.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A017.png
A018,val,reviewed_validation,fire/00396,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A018_fire_00396.jpg,Fire,00396,,,,,,,,,not_started,,,2022-10-26 18:59:18,2,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,024_FN,火焰边缘,yes,608.6897583007812,36.58323287963867,0.0559417724609375,0.0571319580078125,0.0029449462890625,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00396.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00396.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00396.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00396.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A018.png
A019,val,reviewed_validation,fire/00566,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A019_fire_00566.jpg,Fire,00566,,,,,,,,,not_started,,,2022-10-26 18:59:21,2,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,026_FN,火焰边缘,yes,608.6897583007812,35.662010192871094,0.0550140380859375,0.053936767578125,0.002813720703125,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00566.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00566.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00566.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00566.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A019.png
A020,val,reviewed_validation,fire/00515,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A020_fire_00515.jpg,Fire,00515,,,,,,,,,not_started,,,2022-10-27 17:12:07,6,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,029_FN,火焰边缘,yes,544.7267456054688,25.183942794799805,0.0390625,0.0481781005859375,0.00478515625,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00515.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00515.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00515.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00515.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A020.png
A021,val,reviewed_validation,fire/00269,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A021_fire_00269.jpg,Fire,00269,,,,,,,,,not_started,,,2022-10-25 16:54:13,0a,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,031_FP;042_FP,热地面或余热,no,187.42364501953125,16.1712646484375,0.0,0.0,0.03865966796875,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00269.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00269.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00269.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00269.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A021.png
A022,val,reviewed_validation,fire/00077,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A022_fire_00077.jpg,Fire,00077,,,,,,,,,not_started,,,2022-10-25 16:54:16,0a,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,032_FP,热地面或余热,no,187.42364501953125,14.477490425109863,0.0,0.0,0.031005859375,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00077.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00077.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00077.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00077.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A022.png
A023,val,reviewed_validation,fire/00600,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A023_fire_00600.jpg,Fire,00600,,,,,,,,,not_started,,,2022-10-25 16:54:22,0a,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,033_FP,热地面或余热,no,187.42364501953125,14.818649291992188,0.0,0.0,0.02762451171875,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00600.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00600.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00600.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00600.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A023.png
A024,val,reviewed_validation,fire/00105,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A024_fire_00105.jpg,Fire,00105,,,,,,,,,not_started,,,2022-10-25 16:54:10,0a,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,034_FP;044_FP,热地面或余热,no,187.42364501953125,16.15569496154785,0.0,0.0,0.037213134765625,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00105.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00105.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00105.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00105.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A024.png
A025,val,reviewed_validation,fire/00374,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\visuals\A025_fire_00374.jpg,Fire,00374,,,,,,,,,not_started,,,2022-10-25 16:54:19,0a,,Previously reviewed Fusion FN/FP/TP validation image retained for full-image semantic adjudication and optional pixel annotation.,yes,035_FP,热地面或余热,no,187.42364501953125,14.032282829284668,0.0,0.0,0.0290069580078125,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00374.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Raw JPG\00374.JPG,G:\xiaz\FLAME 3 CV Dataset (Sycan Marsh)\Fire\Thermal\Celsius TIFF\00374.TIFF,G:\py2\experiments\flame3_temperature_pseudolabels_preregistered\train_mask_templates\fire\00374.png,C:\Users\钱鹏程QQ78293044\Documents\论文2\flame3_semantic_annotation_subset_150_20260808_final\pseudo_mask_seeds\A025.png
